name,address,gu_name,latitude,longitude
마곡GMG,"서울특별시 강서구 마곡중앙6로 16 (마곡동) 117,118,119,120호",강서구,37.560487,126.829667
마곡나루역,서울특별시 강서구 마곡중앙로 161-17 (마곡동),강서구,37.56813,126.82614
마곡사이언스타워R,서울특별시 강서구 마곡동로 62 (마곡동),강서구,37.5605261,126.833887
마곡역,서울특별시 강서구 공항대로 168 (마곡동),강서구,37.559611,126.826298
마로니에공원,"서울특별시 종로구 대학로 116, 1-2층 (동숭동)",종로구,37.58154296,127.0023412
마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관,금천구,37.478701,126.885076
마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동),마포구,37.5508,126.953432
마포아크로,서울특별시 마포구 마포대로 68 (도화동) 마포아크로타워,마포구,37.54145556,126.948819
마포염리,서울특별시 마포구 독막로 311 (염리동),마포구,37.543876,126.94768
마포용강동,서울특별시 마포구 토정로 295 (용강동),마포구,37.541186,126.942209
마포이마트,서울특별시 마포구 백범로 212 (신공덕동) 마포이마트,마포구,37.542421,126.953341
마포일진빌딩,"서울특별시 마포구 마포대로 45, 일진빌딩 1층 (도화동)",마포구,37.54043451,126.9463168
망원역,서울특별시 마포구 월드컵로 74 (서교동),마포구,37.555829,126.910637
명동길,서울특별시 중구 명동10길 41,중구,37.5620695,126.9858669
명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,중구,37.565118,126.983681
명동미래,"서울특별시 중구 명동 7길 8, 2층 (명동 1가)",중구,37.564064,126.984487
명동센트럴,서울특별시 중구 명동9길 16 (명동1가),중구,37.564669,126.985233
명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",중구,37.560832,126.983095
명동입구,서울특별시 중구 남대문로 68-1 (명동2가),중구,37.563319,126.982242
명동중앙로,서울특별시 중구 명동길 60 (명동 2가),중구,37.5637485,126.9857723
명일역,서울특별시 강동구 양재대로 1647 (명일동),강동구,37.55258,127.143799
명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장,강동구,37.553991,127.155984
목동,서울특별시 양천구 목동서로 67 (목동) 우성에펠타운,양천구,37.53638383,126.8785597
목동5단지,"서울특별시 양천구 목동동로 411, 1동 116호(목동, 부영그린타운3차)",양천구,37.536706,126.88212
목동7단지,서울특별시 양천구 목동서로 213 (목동) 세신비젼프라자,양천구,37.528012,126.87053
목동8단지,서울특별시 양천구 목동서로 299 (신정동),양천구,37.520518,126.868841
목동역,서울특별시 양천구 목동로 203 (신정동) 1층일부,양천구,37.526684,126.863986
목동오목로,"서울특별시 양천구 오목로 279 (목동) 102,103,104,105호",양천구,37.525923,126.868438
목동파라곤,"서울특별시 양천구 목동서로 155, 목동파라곤 1층 (목동)",양천구,37.52947,126.874996
목동파리공원,서울특별시 양천구 목동동로 377 (목동),양천구,37.535336,126.878852
목동하이페리온,서울특별시 양천구 오목로 300 (목동),양천구,37.524931,126.870316
목동행복한,서울특별시 양천구 목동동로 309 (목동),양천구,37.529147,126.876099
몬테소리,서울특별시 서초구 강남대로 399 (서초동),서초구,37.4982695,127.026865
무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,중구,37.56781712,126.978738
묵동이마트,"서울특별시 중랑구 동일로 932, 묵동이마트 B1층 (묵동)",중랑구,37.613433,127.077484
문래동,"서울특별시 영등포구 선유로 64, 대창타운빌 1층 (문래동3가)",영등포구,37.519602,126.889652
문래역,서울특별시 영등포구 당산로 34 (문래동3가),영등포구,37.517428,126.896475
문정로데오,서울특별시 송파구 동남로 141 (가락동),송파구,37.491905,127.1262696
문정법원로R,서울특별시 송파구 송파대로 201 (문정동),송파구,37.487447,127.119164
문정역,"서울특별시 송파구 송파대로 167 (문정동)테라타워 B동 137호~139호,204호",송파구,37.484813,127.122237
문정하비오,"서울특별시 송파구 송파대로 111 (문정동, 파크하비오) 204동 104호~107호",송파구,37.481925,127.123446
문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,중구,37.56712291,126.9686642
미아,서울특별시 성북구 동소문로 314 (하월곡동),성북구,37.607581,127.029303
미아뉴타운,서울특별시 강북구 삼양로 161 (미아동),강북구,37.618319,127.021072
미아사거리역,서울특별시 강북구 도봉로 32 (미아동),강북구,37.611809,127.0306971
미아역,서울특별시 강북구 도봉로 196 (미아동),강북구,37.626148,127.026578
미아이마트,서울 성북구 도봉로 17 ,성북구,37.610678,127.029921
반포역,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가,서초구,37.508589,127.011959
발산역,서울특별시 강서구 강서로 388 (등촌동) 그랜드마트,강서구,37.56033,126.839279
발산역사거리,서울특별시 강서구 공항대로 248 (마곡동),강서구,37.558509,126.835096
방배,서울특별시 서초구 방배로 211,서초구,37.491914,126.9904974
방배다이치빌딩,서울특별시 서초구 방배로 114 (방배동),서초구,37.484329,126.995872
방배로,서울특별시 서초구 방배로 52 (방배동),서초구,37.4793434,126.9994968
방배역,서울특별시 서초구 방배로 84 (방배동),서초구,37.48200755,126.9976438
방배카페거리,서울특별시 서초구 방배중앙로 162 (방배동),서초구,37.4934767,126.9865297
방이역,"서울특별시 송파구 마천로 53, 1~2층 (오금동)",송파구,37.508666,127.126569
방화DT,서울특별시 강서구 방화대로 375 (방화동),강서구,37.574339,126.816415
배곧신도시,"경기도 시흥시 서울대학로278번길 43-13 (정왕동) 106호, 107호, 108호",시흥시,37.369549,126.730301
배곧아브뉴프랑,"경기도 시흥시 서울대학로278번길 34 (정왕동)시흥배곧 아브뉴프랑 센트럴 옐로우 117,118,119,120,121호",시흥시,37.3682,126.7294
뱅뱅사거리,서울특별시 강남구 강남대로 282 (도곡동),강남구,37.488585,127.032415
보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)",동작구,37.49226213,126.9233457
보라매대교,"서울특별시 관악구 보라매로3길 23, 대교빌딩 1층 (봉천동)",관악구,37.491449,126.925432
봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동),강남구,37.511293,127.048409
봉은사역,서울특별시 강남구 봉은사로 619 (삼성동),강남구,37.515,127.063196
북촌로,서울특별시 종로구 북촌로4길 23 (계동),종로구,37.579462,126.986431
분당서울대병원1,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 1층 (구미동)",성남시,37.3504033,127.1244617
분당서울대병원4,"경기도 성남시 분당구 구미로173번길 82, 분당서울대학교병원 신관 4층 (구미동)",성남시,37.351934,127.123312
불광역,서울시 은평구 통일로 715 ,은평구,37.609382,126.9303971
사가정역,서울특별시 중랑구 면목로 310,중랑구,37.579594,127.087966
사당,서울특별시 관악구 남부순환로 2082-25,관악구,37.47601,126.980997
사당로데오,서울특별시 서초구 방배천로 5-4(방배동),서초구,37.4772752,126.9821605
사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)",동작구,37.47849216,126.9813456
삼선교,서울특별시 성북구 동소문로 10 (동소문동2가),성북구,37.588696,127.0073207
삼성,"서울특별시 강남구 테헤란로 443, 애플트리타워 1층 (삼성동)",강남구,37.50703529,127.0555503
삼성교,"서울특별시 강남구 영동대로86길 12, 동남유화빌딩 1층",강남구,37.507794,127.06517
삼성도심공항,서울특별시 강남구 테헤란로87길 33 (삼성동),강남구,37.5097863,127.0579134
삼성역,서울특별시 강남구 테헤란로103길 9 (삼성동),강남구,37.510015,127.063864
삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동),강남구,37.50775,127.060651
삼성현대힐,서울특별시 강남구 삼성로 605 (삼성동),강남구,37.51354184,127.0527183
삼청동,서울특별시 종로구 삼청로 111-1 (삼청동),종로구,37.585381,126.9817512
상계초교사거리,서울 노원구 노원로 449 ,노원구,37.656776,127.066442
상도역,서울특별시 동작구 상도로37길 1 (상도1동),동작구,37.5031936,126.9484581
상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)",중랑구,37.597842,127.092509
상봉역,"서울특별시 중랑구 망우로 307, ,3,4번지 (상봉동)",중랑구,37.59689,127.08647
상수역,서울특별시 마포구 독막로 88 (상수동),마포구,37.5474817,126.9232158
상암DMC,"서울특별시 마포구 월드컵북로 375, DMC이안오피스텔1단지 102호,202호 (상암동)",마포구,37.577623,126.890684
상암MBC,서울특별시 마포구 성암로 267 (상암동),마포구,37.581297,126.890908
상암YTN,서울특별시 마포구 상암산로 76 (상암동),마포구,37.579183,126.892315
상암디지털큐브,서울특별시 마포구 상암산로 34,마포구,37.5763132,126.8892477
상암사보이시티,서울특별시 마포구 월드컵북로54길 17 (상암동),마포구,37.58147,126.888983
상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동),성동구,37.565169,127.027907
상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)",강동구,37.550072,127.174258
새문안로,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,종로구,37.5696597,126.9748903
샛강역,서울특별시 영등포구 여의대방로 376 (여의도동),영등포구,37.5183551,126.9312716
서강광흥창역,서울특별시 마포구 서강로 69 (창전동),마포구,37.549377,126.931661
서강대,서울특별시 마포구 백범로 23 (신수동),마포구,37.5524584,126.9378262
서강대프라자,서울특별시 마포구 백범로 35 (신수동),마포구,37.551073,126.943096
서강대흥역,서울특별시 마포구 백범로 89-5 (대흥동),마포구,37.548178,126.941576
서교,서울특별시 마포구 양화로 78 (서교동) 서교빌딩 1층,마포구,37.551385,126.9169208
서교동사거리,서울특별시 마포구 양화로 105 (서교동),마포구,37.553376,126.918564
서래마을입구,서울특별시 서초구 서래로 48 (반포동),서초구,37.49925284,126.9984801
서소문,서울특별시 중구 서소문로 130 (서소문동),중구,37.5633773,126.9755129
서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,중구,37.563006,126.974546
서소문배재,서울특별시 중구 서소문로 99 (서소문동),중구,37.5628481,126.9721664
서울고속터미널,서울특별시 서초구 신반포로 194 (반포동),서초구,37.504406,127.005648
서울교대,"서울특별시 서초구 서초중앙로 64, 1층 (서초동)",서초구,37.487397,127.015134
서울극장,서울특별시 종로구 돈화문로 13 (관수동) 서울극장,종로구,37.56975769,126.9917911
서울대역,서울특별시 관악구 남부순환로 1817 (봉천동),관악구,37.481599,126.9522
서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동),관악구,37.48118,126.951324
서울세관사거리,서울특별시 강남구 언주로 650 (논현동) 한국건설기술인협회,강남구,37.514887,127.035653
서울숲역,서울시 성동구 왕십리로50 1층 일부,성동구,37.542075,127.044961
서울아트센터,서울특별시 서초구 남부순환로 2395 (서초동) 호경빌딩,서초구,37.480866,127.012368
서울여대,서울특별시 노원구 화랑로 621 (공릉동),노원구,37.626163,127.093084
서울역동자동,서울특별시 용산구 한강대로 372 (동자동),용산구,37.551752,126.972694
서울역서부,서울특별시 용산구 만리재로 202 (서계동),용산구,37.555165,126.968446
서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,중구,37.561678,126.982117
서울타워,서울특별시 용산구 남산공원길 105 (용산동2가) YTN서울타워 1층,용산구,37.551102,126.988317
서초구청,서울특별시 서초구 남부순환로 2557 (서초동),서초구,37.484206,127.030103
서초동,"서울특별시 서초구 남부순환로339길 64, 현우빌딩 1층 (서초동)",서초구,37.485941,127.021525
서초법원,서울특별시 서초구 서초대로 274 (서초동),서초구,37.49297,127.011875
서초역,서울특별시 서초구 반포대로 118 (서초동),서초구,37.49067495,127.0086118
서초역이화빌딩,서울특별시 서초구 반포대로21길 3 (서초동),서초구,37.487931,127.009126
서초우성사거리,서울특별시 서초구 강남대로 343 (서초동),서초구,37.493545,127.02943
서초중앙로,서울특별시 서초구 서초중앙로 225,서초구,37.501691,127.01152
서초파라곤,서울특별시 서초구 서초대로74길 29 (서초동) 서초파라곤,서초구,37.494941,127.027422
석촌서호,서울특별시 송파구 석촌호수로 176 (삼전동),송파구,37.5063929,127.0964684
석촌역,"서울특별시 송파구 백제고분로 358, 1층 (석촌동)",송파구,37.5042626,127.1061077
석촌호수,서울특별시 송파구 석촌호수로 262 (송파동),송파구,37.509581,127.104993
선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동),강남구,37.505321,127.050409
선릉로,"서울특별시 강남구 선릉로93길 22, 대흥빌딩 1층 (역삼동)",강남구,37.505053,127.046577
선릉세화빌딩,"서울특별시 강남구 테헤란로64길 18, 세화빌딩 1층 (대치동)",강남구,37.50377562,127.051196
선릉역,"서울특별시 강남구 테헤란로 334, LG화재 빌딩 (역삼동)",강남구,37.50393894,127.0485135
선유도역,서울특별시 영등포구 양평로 115 (양평동4가),영등포구,37.537268,126.894594
선유동이레빌딩,서울특별시 영등포구 선유동2로 57 (양평제1동) 이레빌딩,영등포구,37.534109,126.896912
선정릉역,서울특별시 강남구 봉은사로 407 (삼성동) 에프오빌딩,강남구,37.5107549,127.0445597
성대입구,서울특별시 종로구 창경궁로 235 (명륜3가),종로구,37.582892,126.998392
성수역,서울특별시 성동구 성수이로 94 (성수동2가),성동구,37.543193,127.056943
성수이마트,서울특별시 성동구 뚝섬로 379 (성수동2가) 이마트 성수점,성동구,37.5396996,127.0530083
성신여대,서울특별시 성북구 동소문로24길 12 (동선동1가),성북구,37.593135,127.018379
성신여대정문,서울특별시 성북구 보문로34길 62 (동선동2가),성북구,37.59091,127.0188
센트럴F1,서울특별시 서초구 신반포로 176 (반포동),서초구,37.505148,127.004395
센트럴시티,서울특별시 서초구 신반포로 176 (반포동),서초구,37.504707,127.004459
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",중구,37.5637273,126.9807681
소공로북창,서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩,중구,37.5636856,126.9789237
송파개롱역,서울특별시 송파구 오금로 420 (가락동),송파구,37.496956,127.13652
송파구청,서울특별시 송파구 오금로 87 (방이동),송파구,37.514573,127.107404
송파나루역DT,서울특별시 송파구 오금로 142 (송파동),송파구,37.510793,127.1102658
송파방이DT,서울특별시 송파구 오금로 241 (방이동),송파구,37.506564,127.120495
송파사거리,서울특별시 송파구 송파대로 386 (송파동),송파구,37.5022788,127.1103904
송파아이파크,서울특별시 송파구 법원로 55 (문정동),송파구,37.479892,127.122379
